Test

Nr;Gebiet;gehört;Wahlberechtigte;;;;Wähler;;;;Ungültige;;;;Gültige;;;;CDU;;;;SPD;;;;FDP;;;;DIE LINKE;;;;GRÜNE;;;;CSU;;;;PIRATEN;;;;NPD;;;;Tierschutzpartei;;;;REP;;;;ÖDP;;;;FAMILIE;;;;Bündnis 21/RRP;;;;RENTNER;;;;BP;;;;PBC;;;;BüSo;;;;DIE VIOLETTEN;;;;MLPD;;;;Volksabstimmung;;;;PSG;;;;AfD;;;;BIG;;;;pro Deutschland;;;;DIE RECHTE;;;;DIE FRAUEN;;;;FREIE WÄHLER;;;;Nichtwähler;;;;PARTEI DER VERNUNFT;;;;Die PARTEI;;;;B;;;;BGD;;;;DKP;;;;NEIN!;;;;Übrige;;;;
188;"Bergstraße";6;199685;;;;;;;;;;;;;;;;1;;4829;;152872;;1;;1;;169486;;;;;;42645;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;"Hessen";99;4413271;;;;;;;;;;;;;;;;1619343;;912313;;904652;;694107;;42718;;476428;;;;;;441139;;1128163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

198;"Neuwied";7;240333;;;;;;;;;;;;;;;;45184;;223073;;147142;;16353;;1;;124;;;;;;36464;;737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;"Ahrweiler";7;195077;;;;;;;;;;;;;;;;88314;;17582;;61102;;167964;;1;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;"Koblenz";7;198113;;;;;;;;;;;;;;;;106156;;1;;1;;21381;;1;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;"Mosel/Rhein-Hunsrück";7;175441;;;;;;;;;;;;;;;;159569;;175253;;1;;163;;1;;1;;;;;;1;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;"Kreuznach";7;187473;;;;;;;;;;;;;;;;109009;;148259;;77726;;26901;;1;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;"Bitburg";7;166313;;;;;;;;;;;;;;;;1;;1;;1;;1;;1;;1;;;;;;124404;;84039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;"Trier";7;193803;;;;;;;;;;;;;;;;1;;54578;;159600;;24356;;6526;;5;;;;;;22275;;88300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;"Montabaur";7;211010;;;;;;;;;;;;;;;;185539;;1;;1;;136537;;925;;26614;;;;;;23776;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;"Mainz";7;256317;;;;;;;;;;;;;;;;1;;1;;1;;1;;65507;;1;;;;;;60134;;107993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;"Worms";7;201931;;;;;;;;;;;;;;;;1;;101890;;38080;;3719;;1;;1;;;;;;162999;;43380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;"Ludwigshafen/Frankenthal";7;217129;;;;;;;;;;;;;;;;1;;1;;1;;71422;;2617;;107595;;;;;;185371;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;"Neustadt - Speyer";7;220643;;;;;;;;;;;;;;;;1;;68237;;1;;51837;;71068;;1;;;;;;1;;86645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;"Kaiserslautern";7;232164;;;;;;;;;;;;;;;;53026;;52040;;1;;1;;11597;;1;;;;;;167453;;126674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;"Pirmasens";7;180540;;;;;;;;;;;;;;;;32076;;117229;;1;;1;;1;;1;;;;;;140641;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;"Südpfalz";7;216137;;;;;;;;;;;;;;;;100178;;101941;;16032;;1;;1;;1;;;;;;1;;100685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;"Rheinland-Pfalz";99;3092424;;;;;;;;;;;;;;;;879057;;1060087;;499691;;520638;;158249;;134349;;;;;;923523;;638470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

258;"Stuttgart I";8;191191;;;;;;;;;;;;;;;;166560;;1;;1;;1;;1;;177546;;;;;;22747;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;"Stuttgart II";8;183064;;;;;;;;;;;;;;;;161786;;24542;;17131;;61562;;1;;1;;;;;;3011;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;"Böblingen";8;247128;;;;;;;;;;;;;;;;1;;1;;1;;242152;;85982;;1;;;;;;142841;;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;"Esslingen";8;166975;;;;;;;;;;;;;;;;1;;160018;;1;;1;;1;;1;;;;;;10345;;5522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;"Nürtingen";8;205756;;;;;;;;;;;;;;;;147156;;138487;;1;;1;;1;;14127;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;"Göppingen";8;179130;;;;;;;;;;;;;;;;166887;;1;;1;;1;;1;;1366;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;"Waiblingen";8;221739;;;;;;;;;;;;;;;;1;;1;;91377;;1;;110;;218339;;;;;;129109;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;"Ludwigsburg";8;209968;;;;;;;;;;;;;;;;11763;;166886;;127373;;1;;1;;1;;;;;;15362;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;"Neckar-Zaber";8;226751;;;;;;;;;;;;;;;;68744;;3996;;68142;;118722;;1;;1;;;;;;1;;26921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;"Heilbronn";8;241656;;;;;;;;;;;;;;;;1;;1;;216128;;1;;1;;1;;;;;;23506;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;"Schwäbisch Hall - Hohenlohe";8;224384;;;;;;;;;;;;;;;;21080;;1;;1;;220635;;1;;1;;;;;;1;;3409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;"Backnang - Schwäbisch Gmünd";8;175434;;;;;;;;;;;;;;;;155052;;1;;1;;1;;1;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;"Aalen - Heidenheim";8;222959;;;;;;;;;;;;;;;;1;;1;;1;;77450;;1;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;"Karlsruhe-Stadt";8;205735;;;;;;;;;;;;;;;;1;;186060;;1;;1;;71825;;1;;;;;;115667;;6888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;"Karlsruhe-Land";8;209733;;;;;;;;;;;;;;;;1;;1;;1;;205771;;1;;3307;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;"Rastatt";8;207555;;;;;;;;;;;;;;;;64046;;143191;;56723;;1;;1;;648;;;;;;17255;;46131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;"Heidelberg";8;215943;;;;;;;;;;;;;;;;118878;;1;;1;;83773;;48323;;1;;;;;;44254;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;"Mannheim";8;198525;;;;;;;;;;;;;;;;138999;;181582;;54837;;1;;3801;;15437;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;"Odenwald - Tauber";8;213424;;;;;;;;;;;;;;;;56560;;1;;1;;164643;;1;;25763;;;;;;1;;4224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;"Rhein-Neckar";8;197424;;;;;;;;;;;;;;;;1;;87751;;1;;1;;48407;;18975;;;;;;1;;86438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;"Bruchsal - Schwetzingen";8;195953;;;;;;;;;;;;;;;;1;;165928;;1;;24491;;1;;1;;;;;;88079;;1080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;"Pforzheim";8;219976;;;;;;;;;;;;;;;;1;;48044;;1;;171632;;1;;1;;;;;;73237;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;"Calw";8;197679;;;;;;;;;;;;;;;;1;;1;;1;;1;;1;;1;;;;;;1;;84505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;"Freiburg";8;219472;;;;;;;;;;;;;;;;1;;140123;;55768;;1;;1;;12172;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;"Lörrach - Müllheim";8;229316;;;;;;;;;;;;;;;;29821;;1;;56876;;45189;;17786;;95989;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;"Emmendingen - Lahr";8;215623;;;;;;;;;;;;;;;;1;;1;;1;;1;;1;;187875;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;"Offenburg";8;205119;;;;;;;;;;;;;;;;64201;;1;;1;;1;;1;;1;;;;;;1;;156970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;"Rottweil - Tuttlingen";8;199241;;;;;;;;;;;;;;;;70587;;49871;;45;;52833;;8905;;1;;;;;;114309;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;"Schwarzwald-Baar";8;166191;;;;;;;;;;;;;;;;19143;;109156;;1;;42319;;1;;1;;;;;;79854;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;"Konstanz";8;202393;;;;;;;;;;;;;;;;160625;;78156;;1;;13768;;1;;9696;;;;;;1;;95649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;"Waldshut";8;177313;;;;;;;;;;;;;;;;1;;49080;;108304;;1;;50362;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;"Reutlingen";8;199091;;;;;;;;;;;;;;;;1;;125206;;57578;;1;;120751;;5958;;;;;;1;;38879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;"Tübingen";8;193188;;;;;;;;;;;;;;;;1;;1;;1;;177852;;16182;;1;;;;;;163478;;15038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;"Ulm";8;220702;;;;;;;;;;;;;;;;140045;;8722;;32120;;32627;;1118;;1;;;;;;43530;;28533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;"Biberach";8;163772;;;;;;;;;;;;;;;;123029;;117855;;1;;8960;;13361;;1;;;;;;25222;;27940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;"Bodensee";8;171016;;;;;;;;;;;;;;;;1;;82044;;73482;;11038;;1;;76967;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;"Ravensburg";8;185006;;;;;;;;;;;;;;;;1;;1;;1;;164822;;1;;15663;;;;;;183981;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;"Zollernalb - Sigmaringen";8;184370;;;;;;;;;;;;;;;;4103;;175081;;139918;;6940;;17758;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"Baden-Württemberg";99;7689895;;;;;;;;;;;;;;;;1889083;;2241796;;1155825;;1927197;;504695;;879850;;;;;;1295807;;629673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

213;"Altötting";9;167160;;;;;;;;;;;;;;;;119671;;36566;;1;;1;;449;;1;;;;;;47014;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;"Erding - Ebersberg";9;192385;;;;;;;;;;;;;;;;1;;63818;;1;;107073;;46585;;245;;;;;;1;;20903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;"Freising";9;216717;;;;;;;;;;;;;;;;205658;;168326;;1;;41269;;10242;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;"Fürstenfeldbruck";9;251146;;;;;;;;;;;;;;;;63709;;15033;;140975;;1;;1;;168249;;;;;;7581;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;"Ingolstadt";9;254661;;;;;;;;;;;;;;;;125563;;1;;1;;139176;;1;;15144;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;"München-Nord";9;225557;;;;;;;;;;;;;;;;120544;;224413;;53941;;430;;4224;;1;;;;;;39985;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;"München-Ost";9;236523;;;;;;;;;;;;;;;;14228;;1;;1;;1;;1;;212986;;;;;;208821;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;"München-Süd";9;215368;;;;;;;;;;;;;;;;1;;1;;1;;6080;;51041;;1;;;;;;52845;;4155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;"München-West/Mitte";9;239700;;;;;;;;;;;;;;;;160937;;1;;1;;203648;;13915;;16919;;;;;;48615;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;"München-Land";9;247787;;;;;;;;;;;;;;;;233368;;160926;;1;;86257;;1;;1;;;;;;4434;;596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;"Rosenheim";9;231069;;;;;;;;;;;;;;;;1;;1;;159890;;1;;6276;;131268;;;;;;60174;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;"Starnberg";9;245379;;;;;;;;;;;;;;;;109557;;1;;132776;;1;;2478;;1;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;"Traunstein";9;206868;;;;;;;;;;;;;;;;70833;;1;;1;;1;;19710;;1;;;;;;108728;;147585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;"Weilheim";9;252724;;;;;;;;;;;;;;;;1;;90503;;1;;1;;1;;1;;;;;;212161;;109529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;"Deggendorf";9;155082;;;;;;;;;;;;;;;;1;;108519;;77287;;10811;;44251;;1;;;;;;14909;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;"Landshut";9;251273;;;;;;;;;;;;;;;;251093;;12551;;17;;1;;2;;1;;;;;;161;;165789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
